OTU_ID	Total_abund	FHF1-St1-Gr1-A	FHF1-St1-Gr1-B	FHF1-St1-Gr1-C	FHF1-St1-Gr2-A	FHF1-St1-Gr2-B	FHF1-St1-Gr2-C	FHF1-St2-Gr1-A	FHF1-St2-Gr1-B	FHF1-St2-Gr2-A	FHF1-St2-Gr2-B	FHF1-St2-Gr2-C	FHF1-St3-Gr1-A	FHF1-St3-Gr1-B	FHF1-St3-Gr1-C	FHF1-St3-Gr2-A	FHF1-St3-Gr2-B	FHF1-St3-Gr2-C	FHF1-St4-Gr1-A	FHF1-St4-Gr1-B	FHF1-St4-Gr1-C	FHF1-St4-Gr2-A	FHF1-St4-Gr2-B	FHF1-St4-Gr2-C	FHF2-St1-Gr1-A	FHF2-St1-Gr1-C	FHF2-St1-Gr2-A	FHF2-St1-Gr2-B	FHF2-St2-Gr1-A	FHF2-St2-Gr1-B	FHF2-St2-Gr1-C	FHF2-St2-Gr2-A	FHF2-St2-Gr2-B	FHF2-St2-Gr2-C	FHF2-St3-Gr1-A	FHF2-St3-Gr1-B	FHF2-St3-Gr1-C	FHF2-St3-Gr2-A	FHF2-St3-Gr2-B	FHF2-St3-Gr2-C	FHF2-St4-Gr1-A	FHF2-St4-Gr1-B	FHF2-St4-Gr1-C	FHF2-St4-Gr2-A	FHF2-St4-Gr2-B	FHF2-St4-Gr2-C	FHF2-St5-Gr1-A	FHF2-St5-Gr1-B	FHF2-St5-Gr1-C	FHF2-St5-Gr2-A	FHF2-St5-Gr2-B	FHF2-St5-Gr2-C	FHF3-St1-Gr1-A	FHF3-St1-Gr1-B	FHF3-St1-Gr1-C	FHF3-St1-Gr2-A	FHF3-St1-Gr2-B	FHF3-St1-Gr2-C	FHF3-St2-Gr1-A	FHF3-St2-Gr1-B	FHF3-St2-Gr1-C	FHF3-St2-Gr2-A	FHF3-St2-Gr2-B	FHF3-St2-Gr2-C	FHF3-St3-Gr1-A	FHF3-St3-Gr1-B	FHF3-St3-Gr1-C	FHF3-St3-Gr2-A	FHF3-St3-Gr2-B	FHF3-St3-Gr2-C	FHF3-St4-Gr1-A	FHF3-St4-Gr1-B	FHF3-St4-Gr1-C	FHF3-St4-Gr2-A	FHF3-St4-Gr2-B	FHF3-St4-Gr2-C	FHF3-St5-Gr1-A	FHF3-St5-Gr1-B	FHF3-St5-Gr1-C	FHF3-St5-Gr2-A	FHF3-St5-Gr2-B	FHF3-St5-Gr2-C	FHF4-St1-Gr1-A	FHF4-St1-Gr1-B	FHF4-St1-Gr1-C	FHF4-St1-Gr2-A	FHF4-St1-Gr2-B	FHF4-St1-Gr2-C	FHF4-St2-Gr1-A	FHF4-St2-Gr1-B	FHF4-St2-Gr1-C	FHF4-St2-Gr2-A	FHF4-St2-Gr2-B	FHF4-St2-Gr2-C	FHF4-St3-Gr1-A	FHF4-St3-Gr1-B	FHF4-St3-Gr1-C	FHF4-St3-Gr2-A	FHF4-St3-Gr2-B	FHF4-St3-Gr2-C	FHF4-St4-Gr1-A	FHF4-St4-Gr1-B	FHF4-St4-Gr1-C	FHF4-St4-Gr2-A	FHF4-St4-Gr2-B	FHF4-St4-Gr2-C	FHF4-St5-Gr1-A	FHF4-St5-Gr1-B	FHF4-St5-Gr1-C	FHF4-St5-Gr2-A	FHF4-St5-Gr2-B	FHF4-St5-Gr2-C	FHF5-St1-Gr1-A	FHF5-St1-Gr1-B	FHF5-St1-Gr1-C	FHF5-St1-Gr2-A	FHF5-St1-Gr2-B	FHF5-St1-Gr2-C	FHF5-St2-Gr1-A	FHF5-St2-Gr1-B	FHF5-St2-Gr1-C	FHF5-St2-Gr2-A	FHF5-St2-Gr2-B	FHF5-St2-Gr2-C	FHF5-St3-Gr1-A	FHF5-St3-Gr1-B	FHF5-St3-Gr1-C	FHF5-St3-Gr2-A	FHF5-St3-Gr2-B	FHF5-St3-Gr2-C	FHF5-St4-Gr1-A	FHF5-St4-Gr1-B	FHF5-St4-Gr1-C	FHF5-St4-Gr2-A	FHF5-St4-Gr2-B	FHF5-St4-Gr2-C	FHF5-St5-Gr1-A	FHF5-St5-Gr1-B	FHF5-St5-Gr1-C	FHF5-St5-Gr2-A	FHF5-St5-Gr2-B	FHF5-St5-Gr2-C	Taxa	order_orig
OTU647	1226	0	0	0	0	0	9	0	0	2	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	3	17	4	13	2	10	8	43	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	11	42	29	40	27	0	24	39	26	45	23	10	23	18	5	13	1	0	2	3	1	0	3	0	0	0	1	0	0	44	39	28	35	48	91	2	5	2	1	0	6	4	1	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	48	65	31	69	33	76	8	6	5	10	10	6	1	1	7	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; Desulfococcus	648
OTU648	1615	0	0	0	5	0	13	2	5	15	5	2	10	1	14	25	9	2	2	0	0	0	0	0	0	5	12	2	10	5	7	3	19	14	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	31	30	6	2	0	15	27	17	22	16	22	66	21	7	24	6	0	1	0	1	1	2	0	0	0	0	0	0	51	73	27	49	41	72	5	14	32	8	10	16	7	5	2	1	3	0	3	0	0	0	4	0	0	0	0	0	0	0	15	19	20	12	9	15	39	43	52	77	120	48	7	9	13	66	56	55	0	2	0	3	0	0	1	0	1	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; VC21_Bac22	649
OTU649	751	0	0	2	4	14	12	6	4	1	0	0	2	4	0	0	0	0	1	1	0	0	0	2	8	52	30	1	0	2	0	0	9	3	7	0	1	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	4	5	13	39	0	0	0	3	33	23	36	36	19	47	23	10	12	12	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	4	2	3	5	5	0	3	10	4	6	13	2	2	9	11	1	9	6	0	0	0	0	1	3	2	1	1	8	0	2	22	21	19	9	20	25	0	0	1	1	2	3	3	4	6	1	2	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Psychromonadaceae; Psychromonas	650
OTU650	1573	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	0	0	0	1	1	1	0	0	1	4	1	1	11	3	10	1	4	6	7	2	2	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	3	2	8	1	1	7	2	0	3	1	2	2	8	3	3	6	4	1	1	5	2	1	0	9	0	0	3	6	26	89	57	119	64	161	98	49	50	140	24	0	50	7	1	2	19	4	11	9	13	4	19	18	1	1	1	0	0	0	13	2	8	10	13	4	15	32	35	49	34	22	8	10	35	3	11	19	12	5	5	11	9	16	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales	651
OTU651	993	0	0	0	0	3	0	33	10	100	32	0	0	0	0	4	23	6	0	0	0	0	0	0	1	1	1	3	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	72	177	196	31	38	45	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	34	7	46	46	4	0	3	3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	652
OTU653	642	0	0	0	0	7	1	0	0	1	0	0	0	0	1	0	1	0	0	0	3	2	0	10	11	0	1	0	0	0	0	0	5	0	0	1	33	3	0	0	0	0	1	1	2	0	0	5	0	135	0	280	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	0	16	1	24	0	1	0	0	1	0	2	0	1	0	0	0	1	13	0	0	0	0	0	0	0	0	0	26	1	0	0	2	3	1	5	4	1	1	0	3	2	0	1	2	0	1	7	1	0	0	2	0	0	0	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	654
OTU654	686	0	0	0	0	0	3	2	2	11	11	5	24	31	16	44	18	2	2	0	1	0	0	0	1	1	6	5	6	0	4	6	0	6	7	5	11	8	1	10	1	0	1	0	2	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	3	3	5	2	1	0	8	1	5	13	8	6	2	0	0	0	0	1	0	0	1	0	3	0	5	22	9	26	32	32	16	19	11	12	20	0	17	1	0	4	0	0	6	3	6	2	3	8	0	0	0	0	0	0	2	2	1	2	0	0	19	22	23	9	2	8	2	3	1	1	3	0	4	6	1	0	1	0	Bacteria; Proteobacteria; Gammaproteobacteria; HTCC2188; HTCC2089	655
OTU655	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	74	37	3	12	0	9	28	47	171	38	11	5	11	3	5	1	0	0	1	3	0	0	0	0	0	0	0	0	11	14	3	3	27	16	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	27	31	31	38	15	23	5	6	2	8	5	0	1	0	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	Unassigned	656
OTU656	337	0	0	0	0	0	1	0	0	0	0	0	0	52	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	129	0	0	0	120	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales	657
OTU657	637	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1	2	0	0	4	9	9	6	2	5	0	0	0	0	3	0	1	0	0	0	0	5	0	26	42	10	14	18	30	3	13	32	9	7	6	3	2	2	6	5	0	4	0	0	0	2	0	3	1	0	0	3	0	5	9	2	3	1	4	32	32	37	30	46	13	30	14	14	24	22	9	0	2	0	0	2	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	658
OTU659	1393	0	0	0	0	0	1	0	1	0	0	0	2	5	9	0	0	0	5	3	6	1	1	5	1	2	1	0	0	0	0	0	0	0	25	25	20	35	4	19	10	34	8	4	18	4	1	1	0	4	0	0	0	0	10	5	1	0	0	1	2	3	7	0	5	5	5	0	0	0	15	2	7	16	15	6	9	2	9	14	16	7	3	6	0	1	6	6	5	13	8	15	17	20	13	14	1	36	3	0	4	12	5	8	43	3	12	42	49	10	56	135	4	4	4	0	1	0	1	0	10	2	7	0	38	20	25	12	10	11	8	40	45	17	41	32	25	17	24	3	14	15	Bacteria; Acidobacteria; BPC102; B110	660
OTU660	988	0	0	0	4	3	7	6	2	32	6	0	0	0	3	9	3	0	1	0	0	0	0	0	18	23	13	2	7	5	2	3	6	6	2	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	15	0	22	0	0	5	2	0	3	1	4	8	2	7	7	0	0	0	1	3	0	0	2	3	0	0	0	1	19	29	4	12	14	13	0	8	15	4	3	7	1	4	0	1	1	2	3	3	0	1	12	0	0	0	1	0	3	0	92	100	65	54	12	86	19	26	45	9	10	3	7	2	4	8	12	6	0	0	0	0	3	5	0	1	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	661
OTU661	733	0	0	0	0	0	1	1	2	3	1	1	28	20	8	4	1	0	9	3	4	3	7	12	2	0	2	4	5	0	0	0	3	4	20	15	19	7	5	15	0	4	5	3	2	3	0	0	5	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	3	0	1	0	7	3	5	2	5	4	1	2	3	10	5	4	1	0	0	0	0	1	0	2	0	4	8	5	3	2	6	18	12	0	2	17	5	20	16	5	8	10	22	8	22	26	0	0	0	1	0	0	0	0	0	0	3	0	12	8	13	14	26	7	9	24	9	8	4	10	13	6	13	9	11	11	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae	662
OTU662	645	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	8	4	4	5	5	10	0	0	0	0	1	0	0	0	0	0	33	0	2	21	4	7	8	15	9	6	14	6	6	2	14	6	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	5	3	2	10	6	7	13	23	11	0	0	0	0	0	0	0	1	1	3	0	2	4	0	0	6	0	0	1	18	7	9	33	16	16	33	29	9	29	24	0	2	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	6	13	5	7	7	2	11	15	20	2	11	11	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Flammeovirgaceae	663
OTU663	786	0	9	3	0	0	0	30	0	73	35	395	13	7	17	137	43	11	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalorhabdales	664
OTU665	900	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	23	7	20	13	12	11	0	0	0	0	0	0	0	0	0	0	7	8	22	36	4	23	27	39	21	10	33	7	20	22	17	15	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	6	15	10	12	12	8	7	12	17	6	0	0	0	0	0	0	0	2	0	2	4	4	3	0	1	9	0	0	1	22	4	15	28	8	20	38	30	10	23	29	0	0	3	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	9	0	2	9	5	16	8	16	1	9	13	Bacteria; Proteobacteria; Alphaproteobacteria	666
OTU666	1567	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	39	17	20	16	26	35	0	0	0	0	0	0	0	0	2	0	50	14	16	48	2	19	29	34	18	6	30	14	15	7	16	17	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	36	33	22	33	24	21	10	22	17	6	1	0	0	0	0	1	0	1	0	7	6	8	10	2	4	12	9	0	14	53	23	58	21	38	34	36	27	16	16	47	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	1	30	26	44	22	28	27	29	11	52	14	26	31	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	667
OTU667	303	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	668
OTU668	329	0	328	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	669
OTU669	853	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29	38	6	5	0	7	25	13	29	8	13	20	13	10	9	5	0	0	0	0	0	0	0	0	0	1	1	0	38	45	16	25	39	56	2	7	12	7	4	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	2	7	4	6	34	40	24	70	80	35	5	6	2	3	2	1	0	0	0	0	2	0	0	1	0	0	1	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae	670
OTU670	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Saprospiraceae	671
OTU671	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	672
OTU672	438	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	90	0	0	3	22	0	0	0	0	1	0	0	0	0	0	96	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	55	0	94	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	673
OTU674	1658	0	1	0	1	0	3	3	2	4	0	0	20	8	15	2	0	0	43	28	62	47	72	77	0	2	0	0	1	0	0	0	1	0	3	77	95	77	13	73	50	113	52	18	71	22	50	23	29	27	19	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	7	16	8	5	28	15	33	23	17	20	0	0	0	0	0	0	0	4	0	1	6	6	4	1	1	6	4	0	3	7	0	4	20	8	10	9	17	1	21	21	3	0	3	1	0	1	0	2	2	1	2	0	1	5	0	1	3	1	0	2	6	0	1	5	13	3	6	3	9	1	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; koll13	675
OTU675	1667	0	0	0	0	0	0	2	0	0	0	0	1	8	2	0	1	0	36	28	12	8	13	21	1	0	0	0	0	0	2	0	0	0	40	16	33	55	10	38	22	50	34	6	29	10	10	9	8	10	12	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	4	5	13	13	11	30	21	19	45	34	27	0	0	0	2	0	2	1	5	0	2	10	4	8	7	8	15	7	2	2	56	9	25	65	28	62	71	75	9	75	49	4	1	2	0	0	0	0	2	0	5	0	0	0	2	5	0	0	2	5	14	8	26	16	28	57	32	26	22	28	16	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	676
OTU676	1160	0	3	0	0	0	2	6	0	6	0	0	18	11	10	2	0	0	11	20	7	7	16	13	1	0	0	0	0	0	0	0	0	0	23	11	26	23	10	19	4	23	11	2	19	13	16	8	7	4	5	16	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	6	3	5	9	4	6	9	9	12	0	0	0	0	0	1	0	2	3	3	2	6	4	2	2	2	7	0	3	23	3	20	151	10	15	33	54	6	95	49	0	0	0	0	0	0	1	2	0	1	2	0	6	1	7	7	8	4	5	29	13	8	11	23	24	13	16	4	12	14	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; C111	677
OTU677	646	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	19	18	0	1	1	4	2	3	12	8	5	14	5	9	2	7	0	3	0	0	1	0	0	0	0	0	0	0	12	14	4	14	11	27	1	14	6	11	10	21	0	1	3	7	0	1	4	0	0	0	0	0	0	0	0	0	0	0	10	13	15	13	7	16	28	37	43	26	46	17	12	5	14	25	11	9	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Spirochaetes; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta	678
OTU678	912	0	1	1	0	1	6	9	6	0	2	0	5	12	8	1	0	0	64	17	6	13	5	8	0	1	0	0	0	0	0	0	0	1	18	18	12	46	8	13	39	37	18	2	14	2	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	10	1	4	41	21	21	36	32	26	1	0	0	0	0	0	1	3	0	1	0	0	3	1	2	3	2	0	2	22	3	6	7	2	8	21	11	8	11	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	30	15	7	6	12	38	10	9	5	6	10	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Desulfuromonadaceae	679
OTU679	344	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	100	13	14	149	24	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria	680
OTU680	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	98	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	219	2	21	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	681
OTU681	1083	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	7	25	0	10	2	4	2	11	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	12	27	22	7	5	0	2	8	9	11	4	14	6	9	3	5	6	1	0	0	0	0	0	0	0	0	0	0	0	49	60	9	25	41	68	2	15	26	5	7	9	2	1	0	5	0	0	1	0	0	0	3	0	0	0	0	0	0	0	22	24	35	16	13	29	45	35	54	90	117	27	1	0	0	3	1	5	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales	682
OTU682	523	0	0	8	4	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	4	13	2	3	0	2	6	7	14	3	17	43	29	17	27	7	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	9	11	4	8	4	8	46	62	39	18	26	48	0	0	0	0	0	0	1	0	1	0	0	0	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	683
OTU683	343	0	0	0	0	0	0	0	0	0	0	0	64	35	5	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	2	0	0	3	0	22	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	7	10	34	0	0	0	22	0	0	0	71	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	684
OTU684	977	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	3	3	1	3	1	4	0	0	0	0	0	0	0	1	0	0	37	5	13	16	1	6	1	1	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	8	12	27	14	14	3	6	2	14	14	16	0	0	0	0	0	1	1	1	1	5	3	10	6	0	4	28	3	6	4	20	4	23	34	12	29	49	63	18	67	67	0	0	0	0	0	0	0	0	1	0	0	0	7	12	3	0	0	1	12	24	28	19	17	11	19	18	43	16	22	18	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae	685
OTU685	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	19	362	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	686
OTU686	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	687
