OTU_ID	Total_abund	FHF1-St1-Gr1-A	FHF1-St1-Gr1-B	FHF1-St1-Gr1-C	FHF1-St1-Gr2-A	FHF1-St1-Gr2-B	FHF1-St1-Gr2-C	FHF1-St2-Gr1-A	FHF1-St2-Gr1-B	FHF1-St2-Gr2-A	FHF1-St2-Gr2-B	FHF1-St2-Gr2-C	FHF1-St3-Gr1-A	FHF1-St3-Gr1-B	FHF1-St3-Gr1-C	FHF1-St3-Gr2-A	FHF1-St3-Gr2-B	FHF1-St3-Gr2-C	FHF1-St4-Gr1-A	FHF1-St4-Gr1-B	FHF1-St4-Gr1-C	FHF1-St4-Gr2-A	FHF1-St4-Gr2-B	FHF1-St4-Gr2-C	FHF2-St1-Gr1-A	FHF2-St1-Gr1-C	FHF2-St1-Gr2-A	FHF2-St1-Gr2-B	FHF2-St2-Gr1-A	FHF2-St2-Gr1-B	FHF2-St2-Gr1-C	FHF2-St2-Gr2-A	FHF2-St2-Gr2-B	FHF2-St2-Gr2-C	FHF2-St3-Gr1-A	FHF2-St3-Gr1-B	FHF2-St3-Gr1-C	FHF2-St3-Gr2-A	FHF2-St3-Gr2-B	FHF2-St3-Gr2-C	FHF2-St4-Gr1-A	FHF2-St4-Gr1-B	FHF2-St4-Gr1-C	FHF2-St4-Gr2-A	FHF2-St4-Gr2-B	FHF2-St4-Gr2-C	FHF2-St5-Gr1-A	FHF2-St5-Gr1-B	FHF2-St5-Gr1-C	FHF2-St5-Gr2-A	FHF2-St5-Gr2-B	FHF2-St5-Gr2-C	FHF3-St1-Gr1-A	FHF3-St1-Gr1-B	FHF3-St1-Gr1-C	FHF3-St1-Gr2-A	FHF3-St1-Gr2-B	FHF3-St1-Gr2-C	FHF3-St2-Gr1-A	FHF3-St2-Gr1-B	FHF3-St2-Gr1-C	FHF3-St2-Gr2-A	FHF3-St2-Gr2-B	FHF3-St2-Gr2-C	FHF3-St3-Gr1-A	FHF3-St3-Gr1-B	FHF3-St3-Gr1-C	FHF3-St3-Gr2-A	FHF3-St3-Gr2-B	FHF3-St3-Gr2-C	FHF3-St4-Gr1-A	FHF3-St4-Gr1-B	FHF3-St4-Gr1-C	FHF3-St4-Gr2-A	FHF3-St4-Gr2-B	FHF3-St4-Gr2-C	FHF3-St5-Gr1-A	FHF3-St5-Gr1-B	FHF3-St5-Gr1-C	FHF3-St5-Gr2-A	FHF3-St5-Gr2-B	FHF3-St5-Gr2-C	FHF4-St1-Gr1-A	FHF4-St1-Gr1-B	FHF4-St1-Gr1-C	FHF4-St1-Gr2-A	FHF4-St1-Gr2-B	FHF4-St1-Gr2-C	FHF4-St2-Gr1-A	FHF4-St2-Gr1-B	FHF4-St2-Gr1-C	FHF4-St2-Gr2-A	FHF4-St2-Gr2-B	FHF4-St2-Gr2-C	FHF4-St3-Gr1-A	FHF4-St3-Gr1-B	FHF4-St3-Gr1-C	FHF4-St3-Gr2-A	FHF4-St3-Gr2-B	FHF4-St3-Gr2-C	FHF4-St4-Gr1-A	FHF4-St4-Gr1-B	FHF4-St4-Gr1-C	FHF4-St4-Gr2-A	FHF4-St4-Gr2-B	FHF4-St4-Gr2-C	FHF4-St5-Gr1-A	FHF4-St5-Gr1-B	FHF4-St5-Gr1-C	FHF4-St5-Gr2-A	FHF4-St5-Gr2-B	FHF4-St5-Gr2-C	FHF5-St1-Gr1-A	FHF5-St1-Gr1-B	FHF5-St1-Gr1-C	FHF5-St1-Gr2-A	FHF5-St1-Gr2-B	FHF5-St1-Gr2-C	FHF5-St2-Gr1-A	FHF5-St2-Gr1-B	FHF5-St2-Gr1-C	FHF5-St2-Gr2-A	FHF5-St2-Gr2-B	FHF5-St2-Gr2-C	FHF5-St3-Gr1-A	FHF5-St3-Gr1-B	FHF5-St3-Gr1-C	FHF5-St3-Gr2-A	FHF5-St3-Gr2-B	FHF5-St3-Gr2-C	FHF5-St4-Gr1-A	FHF5-St4-Gr1-B	FHF5-St4-Gr1-C	FHF5-St4-Gr2-A	FHF5-St4-Gr2-B	FHF5-St4-Gr2-C	FHF5-St5-Gr1-A	FHF5-St5-Gr1-B	FHF5-St5-Gr1-C	FHF5-St5-Gr2-A	FHF5-St5-Gr2-B	FHF5-St5-Gr2-C	Taxa	order_orig
OTU4649	170	0	0	0	0	0	0	8	5	13	8	0	2	0	0	9	18	1	1	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	1	4	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	7	6	0	1	0	3	18	7	11	2	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales	3494
OTU4651	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	11	1	5	2	6	3	0	1	0	0	1	0	0	0	9	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	5	8	12	1	9	3	0	1	0	1	1	4	2	1	0	0	0	2	Unassigned	3495
OTU4653	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	4	0	1	0	0	3	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	3	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	3	0	4	0	0	6	7	5	11	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	7	4	5	1	3	2	Bacteria; Proteobacteria; Gammaproteobacteria	3496
OTU4657	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	6	3	0	7	26	18	3	1	0	2	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	6	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae	3497
OTU4661	212	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	1	9	1	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	3	2	3	6	2	4	0	4	2	2	5	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	2	6	4	3	4	15	15	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	3	2	1	0	2	5	5	1	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	6	2	3	6	1	7	9	8	4	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3498
OTU4674	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	3	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	4	19	9	2	25	17	5	3	12	13	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	13	0	6	16	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3499
OTU4676	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	5	2	3	0	0	0	0	3	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	14	14	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Acidobacteria; Holophagae; Holophagales	3500
OTU4681	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	2	5	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	3	3	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	9	2	3	2	7	6	6	4	2	0	4	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales	3501
OTU4689	113	0	0	0	0	0	0	3	4	4	2	0	0	0	0	1	11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	5	9	11	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3502
OTU4690	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	2	5	5	0	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	17	14	2	14	5	1	3	2	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Planctomycetes; C6; Ucm1571	3503
OTU4693	130	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	9	2	3	0	5	2	0	1	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	1	0	0	0	6	0	1	8	0	6	5	11	1	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	4	0	6	0	5	0	0	3	Bacteria; Acidobacteria; RB25	3504
OTU4697	160	0	0	0	2	0	5	1	0	0	1	0	2	1	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	2	0	2	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	6	5	4	3	8	8	0	0	0	0	1	1	1	2	2	1	1	0	1	0	0	0	3	0	1	0	0	0	0	3	2	5	2	6	5	2	0	2	3	2	4	1	7	0	1	3	2	4	0	1	0	3	0	1	0	0	2	1	0	3	Bacteria; Verrucomicrobia; Verruco-5; R76-B128	3505
OTU4707	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	4	3	0	0	4	1	0	0	6	2	2	3	4	5	12	8	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	3	4	1	6	1	1	1	1	2	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3506
OTU4710	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	0	0	0	0	1	5	4	2	3	0	0	0	0	0	0	0	0	1	1	2	2	1	3	1	2	0	2	2	0	0	0	2	1	1	0	0	1	8	0	0	0	1	0	0	0	0	0	3	6	0	0	0	3	0	4	9	9	11	5	4	1	3	1	0	1	0	4	0	3	1	1	3	6	1	1	2	0	0	2	9	0	0	0	0	1	0	Bacteria; Chloroflexi; Anaerolineae; SHA-20	3507
OTU4714	207	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	3	7	1	2	2	0	4	2	2	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	2	0	0	0	3	1	0	1	2	0	4	5	2	3	4	7	2	12	20	0	0	2	0	0	0	0	0	0	1	1	0	6	5	6	2	1	0	2	4	16	3	4	11	1	2	6	4	2	5	Bacteria; Acidobacteria; Acidobacteria-6; CCU21	3508
OTU4723	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	3	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	9	1	4	3	11	3	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	4	7	6	5	2	4	2	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales	3509
OTU4724	127	0	0	0	0	0	0	7	1	2	7	0	0	0	0	6	10	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	17	7	10	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3510
OTU4731	136	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	3	2	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	3	1	9	2	6	4	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	6	0	0	1	2	11	8	6	11	6	7	0	2	3	0	2	1	0	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae	3511
OTU4736	107	0	0	0	0	0	0	0	0	1	0	0	2	15	3	0	0	0	3	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	3	10	5	1	3	0	5	3	3	5	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	1	8	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae	3512
OTU4760	284	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	2	0	2	2	0	0	1	0	0	0	0	0	0	0	2	3	8	17	0	3	10	30	10	3	17	8	8	1	6	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	8	3	5	15	7	5	0	0	0	1	0	0	0	1	0	0	0	4	2	0	2	4	1	0	2	2	0	5	0	0	1	4	6	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	2	3	7	4	3	4	3	2	1	Bacteria; Gemmatimonadetes; Gemm-4	3514
OTU4764	117	0	0	0	0	0	0	12	10	32	5	0	0	0	0	10	44	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3515
OTU4766	152	0	0	0	0	0	0	21	14	66	8	1	0	2	0	7	26	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3516
OTU4768	163	0	0	0	0	0	0	7	10	6	0	0	1	2	0	10	5	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24	24	5	21	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3517
OTU4773	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	3	1	1	5	0	0	2	2	0	0	3	0	3	0	7	5	10	2	4	3	10	2	0	5	1	0	2	3	0	6	5	6	3	4	2	0	0	0	0	0	0	0	1	0	0	1	0	1	3	0	1	0	2	0	1	1	0	0	0	0	0	2	0	0	1	Bacteria; WS3; PRR-12; LD1-PA13	3518
OTU4776	154	0	0	0	0	0	0	0	0	2	0	0	6	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	3	0	0	0	0	0	2	0	1	3	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	2	2	0	0	0	0	2	0	1	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	3	1	2	23	0	0	0	7	2	17	9	0	0	0	0	0	1	0	3	2	0	5	0	0	0	0	0	0	0	0	0	6	1	3	3	4	1	1	2	0	1	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	3519
OTU4783	165	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	5	6	7	10	0	6	3	3	3	0	2	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	6	3	1	2	1	0	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	2	3	0	4	8	9	1	8	9	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	4	1	3	1	2	0	8	Bacteria; Acidobacteria; AT-s2-57	3520
OTU4789	208	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	47	0	0	1	40	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	18	3	26	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	15	4	5	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria	3521
OTU4790	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	1	1	0	1	0	0	0	0	1	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	1	2	12	3	7	13	9	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	3	1	1	1	3	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3522
OTU4796	112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	3	0	1	4	2	5	3	1	2	6	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	1	0	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	1	1	14	6	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	0	0	3	4	2	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales	3523
OTU4798	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	6	0	2	4	0	0	0	2	0	0	2	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	9	4	1	5	9	1	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	3	0	0	3	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales	3524
OTU4800	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	3	0	2	1	0	7	1	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	6	1	1	2	0	0	1	1	0	0	0	0	0	0	0	2	1	0	4	0	3	0	0	5	0	0	0	1	0	1	5	0	1	7	8	0	8	5	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4	0	0	0	0	0	4	1	3	3	1	1	3	1	2	3	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	3525
OTU4801	129	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	4	1	0	0	0	3	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	1	3	10	0	1	0	0	1	3	1	0	0	0	0	0	0	1	0	0	1	0	0	13	16	4	3	9	3	0	3	0	0	0	0	0	0	2	1	1	0	5	0	0	0	1	0	0	0	1	0	0	0	0	1	1	3	1	2	2	0	1	0	0	1	0	0	2	1	0	0	1	Bacteria; Gemmatimonadetes; Gemm-4	3526
OTU4802	168	8	3	7	18	23	22	2	5	1	0	0	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	1	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	3	1	3	4	12	5	0	5	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae	3527
OTU4803	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	3	3	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1	4	3	3	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0	0	0	0	2	1	4	4	0	1	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	5	1	2	2	0	5	4	1	0	2	7	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; koll13	3528
OTU4804	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	5	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	5	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	0	1	10	2	1	1	8	1	5	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	4	1	1	4	2	0	3	3	1	2	0	Bacteria; Proteobacteria; Deltaproteobacteria; [Entotheonellales]	3529
OTU4807	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	4	7	2	0	5	2	4	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	4	1	2	4	5	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	4	3	0	1	3	Bacteria; Acidobacteria; Sva0725; Sva0725	3530
OTU4813	105	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	3	1	4	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	2	3	0	0	1	0	0	0	2	0	0	1	1	0	5	2	5	0	0	1	0	2	0	2	1	1	1	7	1	2	1	0	6	2	0	0	1	0	0	1	0	2	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	1	2	0	0	2	1	1	2	1	3	0	Bacteria; Acidobacteria	3531
